learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
1000.0,0.163796872,5.960548090388378E-9,1000.0,0.6034120544769632,0.03972615609835222,0.986,0.0,0.0,0.014198782961460446,0.0,0.0,0.0,1000.0,140664.0,15.0,998.6666666666667,8.83481568873784,2944.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2000.0,0.247041598,8.98981346362581E-9,2000.0,0.5097250167672703,0.0024623783313125467,0.994,0.0,0.6034120544769632,0.006036217303822937,0.0,0.0,0.4,2000.0,140664.0,15.0,1990.5333333333333,12.091660513273357,2944.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3000.0,0.31043048,1.1296527108053368E-8,3000.0,0.8131747638326585,0.008838064379122688,0.988,0.0,0.5097250167672703,0.012145748987854251,0.0,0.0,-0.1249999999999961,3000.0,140664.0,15.0,2989.4,15.877147398818499,2944.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4000.0,0.416070835,1.664846593283324E-8,4000.0,0.44482412060301507,0.0033498191150326474,0.995,0.0,0.8131747638326585,0.005025125628140704,0.0,0.0,0.4594594594594578,4000.0,195832.0,15.0,3983.5333333333333,15.59727285889813,6588.266666666666,307.4906032891267,3.8,0.26186146828319085,2.4,0.13093073414159542,2.4,0.13093073414159542,1.4000000000000001,0.13093073414159542,0.0,0.0,0.0,0.0,1.0,0.0
5000.0,0.483770879,2.0325015266829483E-8,5000.0,0.7144657258064516,0.041227983885647364,0.992,0.0,0.44482412060301507,0.008064516129032258,0.0,0.0,0.1111111111111111,5000.0,209920.0,15.0,4983.866666666667,16.370666759748385,7521.066666666667,346.25076883760823,4.333333333333332,0.25197631533948484,2.666666666666666,0.12598815766974242,2.666666666666666,0.12598815766974242,1.6666666666666665,0.1259881576697424,0.0,0.0,0.0,0.0,1.0,0.0
6000.0,0.552509223,2.4313025449292942E-8,6000.0,0.7541134295431565,0.01645108049322584,0.989,0.0,0.7144657258064516,0.011122345803842264,0.0,0.0,-0.17857142857143324,6000.0,224264.0,15.0,5980.666666666666,20.516350428880724,8470.933333333334,189.29662957446965,4.866666666666667,0.1333333333333333,2.9333333333333336,0.06666666666666665,2.9333333333333336,0.06666666666666665,1.9333333333333333,0.06666666666666665,0.0,0.0,0.0,0.0,1.0,0.0
7000.0,0.616165361,2.806414694643476E-8,7000.0,0.8514364919354839,0.04448260060847618,0.992,0.0,0.7541134295431565,0.008064516129032258,0.0,0.0,0.12499999999999696,7000.0,227784.0,15.0,6977.400000000001,20.572473518433963,8704.0,36.28458940888581,5.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8000.0,0.680030562,3.193015649318695E-8,8000.0,0.9122161963415755,0.03466956635522559,0.989,0.0,0.8514364919354839,0.011122345803842264,0.0,0.0,-0.1733333333333316,8000.0,233992.0,15.0,7989.533333333332,23.421168013382918,9114.666666666668,230.7257837814996,5.2666666666666675,0.18170270503179917,3.1333333333333337,0.09085135251589958,3.1333333333333337,0.09085135251589958,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9000.0,0.749045845,3.635630964140925E-8,9000.0,0.944798609098812,0.049830321689903485,0.986,0.0,0.9122161963415755,0.014198782961460446,0.0,0.0,-0.41573033707866053,9000.0,247904.0,15.0,8997.666666666668,24.060175882400852,10034.133333333335,354.7816211842982,5.933333333333334,0.2666666666666666,3.466666666666667,0.1333333333333333,3.466666666666667,0.1333333333333333,2.3333333333333335,0.12598815766974242,0.0,0.0,0.0,0.0,1.0,0.0
10000.0,0.825427663,4.165958578592373E-8,10000.0,0.8511066398390342,0.030684509746732192,0.994,0.0,0.944798609098812,0.006036217303822937,0.0,0.0,0.36842105263157526,10000.0,268384.0,15.0,10008.4,25.97284296007217,11386.666666666666,250.118955826007,7.000000000000001,0.19518001458970666,4.0,0.09759000729485333,4.0,0.09759000729485333,2.5333333333333328,0.16523191974188065,0.0,0.0,0.0,0.0,1.0,0.0
11000.0,0.888904122,4.620122101794721E-8,11000.0,0.9290749532441376,0.025914704504457042,0.993,0.0,0.8511066398390342,0.007049345417925478,0.0,0.0,0.24509803921568957,11000.0,276568.0,15.0,11014.466666666669,24.648745098293183,11929.066666666668,376.45351912751744,7.2666666666666675,0.2666666666666666,4.133333333333333,0.1333333333333333,4.133333333333333,0.1333333333333333,2.6666666666666665,0.21081851067789195,0.0,0.0,0.0,0.0,1.0,0.0
12000.0,0.956294671,5.122890283545893E-8,12000.0,0.9633366969391187,0.03685962777475877,0.991,0.0,0.9290749532441376,0.009081735620585268,0.0,0.0,0.027027027027024107,12000.0,288384.0,15.0,12011.333333333334,19.574440736805958,12710.399999999998,395.8906631165441,7.800000000000001,0.2618614682831909,4.4,0.13093073414159545,4.4,0.13093073414159545,2.9333333333333336,0.2281742581087798,0.0,0.0,0.0,0.0,1.0,0.0
13000.0,1.026342444,5.6691275384475785E-8,13000.0,0.9290375953672213,0.03732669990037999,0.989,0.0,0.9633366969391187,0.011122345803842264,0.0,0.0,-0.17213114754097827,13000.0,301432.0,15.0,13006.666666666666,18.024234127224805,13572.266666666666,418.16569359715197,8.466666666666669,0.30654241789392545,4.733333333333334,0.15327120894696272,4.733333333333334,0.15327120894696272,3.2,0.17457431218879388,0.0,0.0,0.0,0.0,1.0,0.0
14000.0,1.095967879,6.256309213139737E-8,14000.0,0.9501987374327799,0.031229538673685008,0.987,0.0,0.9290375953672213,0.013171225937183385,0.0,0.0,-0.3481481481481448,14000.0,325992.0,15.0,13999.133333333333,20.74743051599094,15195.2,295.61859597412723,9.666666666666666,0.2519763153394848,5.333333333333333,0.1259881576697424,5.333333333333333,0.1259881576697424,3.4666666666666663,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0
15000.0,1.172375119,6.925163775556409E-8,15000.0,0.8911290322580645,0.041321538160778826,0.992,0.0,0.9501987374327799,0.008064516129032258,0.0,0.0,0.16083916083915561,15000.0,338376.0,15.0,14986.666666666666,23.599569541406524,16013.866666666667,479.0616012349328,10.333333333333332,0.37374127372092547,5.666666666666666,0.18687063686046274,5.666666666666666,0.18687063686046274,3.4666666666666663,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0
16000.0,1.228974275,7.439375891759784E-8,16000.0,0.9768611670020121,0.05403698420472279,0.994,0.0,0.8911290322580645,0.006036217303822937,0.0,0.0,0.35570469798657284,16000.0,351184.0,15.0,15983.066666666668,18.348859226683135,16860.266666666666,497.15923928490895,10.866666666666665,0.4125030062420519,5.933333333333333,0.20625150312102594,5.933333333333333,0.20625150312102594,3.4666666666666663,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0
17000.0,1.284392419,7.953364274297944E-8,17000.0,0.9128282828282829,0.04876080060566317,0.99,0.0,0.9768611670020121,0.010101010101010102,0.0,0.0,-0.06918238993711065,17000.0,358512.0,15.0,16985.866666666665,18.976643957059927,17345.6,521.2674370727382,11.133333333333333,0.4125030062420516,6.066666666666666,0.2062515031210258,6.066666666666666,0.2062515031210258,3.5999999999999996,0.16329931618554522,0.0,0.0,0.0,0.0,1.0,0.0
18000.0,1.343073503,8.510209571400243E-8,18000.0,0.991799741044454,0.07593342643479312,0.993,0.0,0.9128282828282829,0.007049345417925478,0.0,0.0,0.24096385542168777,18000.0,366808.0,15.0,17975.0,23.70613744119764,17893.866666666665,460.0988492825331,11.533333333333331,0.36340541006359844,6.266666666666666,0.18170270503179922,6.266666666666666,0.18170270503179922,3.5999999999999996,0.16329931618554522,0.0,0.0,0.0,0.0,1.0,0.0
19000.0,1.406768212,9.144884270241898E-8,19000.0,0.881147164261421,0.040432301862411,0.989,0.0,0.991799741044454,0.011122345803842264,0.0,0.0,-0.18079096045198406,19000.0,385168.0,15.0,18973.933333333334,23.394436999844242,19105.600000000002,472.92126395919416,12.733333333333334,0.26666666666666666,6.866666666666667,0.13333333333333333,6.866666666666667,0.13333333333333333,3.5999999999999996,0.16329931618554522,0.0,0.0,0.0,0.0,1.0,0.0
20000.0,1.470302047,9.821650091622439E-8,20000.0,0.9522992886178862,0.05333043989549395,0.984,0.0,0.881147164261421,0.016260162601626018,0.0,0.0,-0.6580310880828949,20000.0,411752.0,15.0,19965.133333333335,23.0181846677106,20864.533333333336,563.2804415857306,13.666666666666666,0.4216370213557839,7.333333333333333,0.21081851067789195,7.333333333333333,0.21081851067789195,3.9999999999999996,0.0975900072948533,0.0,0.0,0.0,0.0,1.0,0.0
21000.0,1.534562038,1.0530874335591165E-7,21000.0,0.9409022177419355,0.049523443616859564,0.992,0.0,0.9522992886178862,0.008064516129032258,0.0,0.0,0.16417910447761055,21000.0,426624.0,15.0,20965.4,23.9522938557539,21846.399999999998,527.6484832772308,14.466666666666669,0.4125030062420518,7.733333333333334,0.2062515031210259,7.733333333333334,0.2062515031210259,4.133333333333334,0.09085135251589965,0.0,0.0,0.0,0.0,1.0,0.0
22000.0,1.595125356,1.1211820848149973E-7,22000.0,0.9808467741935484,0.06728255754293952,0.992,0.0,0.9409022177419355,0.008064516129032258,0.0,0.0,0.15789473684210034,22000.0,434616.0,15.0,21961.266666666663,23.39789707006977,22374.4,581.8979521072974,14.866666666666667,0.4563485162175596,7.933333333333334,0.2281742581087798,7.933333333333334,0.2281742581087798,4.2,0.10690449676496974,0.0,0.0,0.0,0.0,1.0,0.0
23000.0,1.663878256,1.2030024828832598E-7,23000.0,0.9014885823396461,0.03398312227592038,0.987,0.0,0.9808467741935484,0.013171225937183385,0.0,0.0,-0.3468468468468428,23000.0,460016.0,15.0,22979.600000000002,26.0360190066433,24052.800000000003,655.4993676216482,16.2,0.47005572111440247,8.6,0.23502786055720123,8.6,0.23502786055720123,4.333333333333333,0.12598815766974236,0.0,0.0,0.0,0.0,1.0,0.0
24000.0,1.728848548,1.282400129014378E-7,24000.0,0.9325305634709072,0.05482637391875056,0.989,0.0,0.9014885823396461,0.011122345803842264,0.0,0.0,-0.13304721030043187,24000.0,472384.0,15.0,23965.666666666668,24.246289194071373,24871.466666666667,607.2519040074184,16.599999999999998,0.4859943170351646,8.799999999999997,0.2429971585175825,8.799999999999997,0.2429971585175825,4.333333333333333,0.12598815766974236,0.0,0.0,0.0,0.0,1.0,0.0
25000.0,1.794902229,1.365940601028254E-7,25000.0,0.8275862068965517,0.05216856423754489,0.986,0.0,0.9325305634709072,0.014198782961460446,0.0,0.0,-0.4170040485829972,25000.0,488880.0,15.0,24959.933333333338,27.878728307860413,25963.2,486.976475426737,17.26666666666667,0.3837988891354263,9.133333333333335,0.19189944456771316,9.133333333333335,0.19189944456771316,4.4,0.16329931618554525,0.0,0.0,0.0,0.0,1.0,0.0
26000.0,1.860266545,1.4511740860211357E-7,26000.0,0.8742470389170897,0.04803601154045617,0.985,0.0,0.8275862068965517,0.015228426395939087,0.0,0.0,-0.48854961832060945,26000.0,504048.0,15.0,25947.13333333333,26.447768231826963,26966.933333333334,504.7256252910058,18.066666666666666,0.33046383948376135,9.533333333333333,0.16523191974188067,9.533333333333333,0.16523191974188067,4.533333333333333,0.1652319197418807,0.0,0.0,0.0,0.0,1.0,0.0
27000.0,1.935398761,1.552203244284044E-7,27000.0,0.9841229838709677,0.04910604632267284,0.992,0.0,0.8742470389170897,0.008064516129032258,0.0,0.0,0.2,27000.0,519784.0,15.0,26955.533333333333,26.31636584164136,28007.466666666664,412.3388096799208,18.6,0.28949874578229834,9.8,0.14474937289114917,9.8,0.14474937289114917,4.533333333333333,0.1652319197418807,0.0,0.0,0.0,0.0,1.0,0.0
28000.0,2.006608446,1.6510085168519577E-7,28000.0,0.9137373737373737,0.06411232357039558,0.99,0.0,0.9841229838709677,0.010101010101010102,0.0,0.0,0.0,28000.0,536344.0,15.0,27953.86666666666,22.891226571947545,29101.866666666672,452.5196956162625,19.4,0.3491486243775878,10.2,0.1745743121887939,10.2,0.1745743121887939,4.666666666666667,0.18687063686046274,0.0,0.0,0.0,0.0,1.0,0.0
29000.0,2.076083316,1.7479358198774567E-7,29000.0,0.9835526315789473,0.07438710010175426,0.988,0.0,0.9137373737373737,0.012145748987854251,0.0,0.0,-0.1917808219178132,29000.0,539288.0,15.0,28955.799999999996,23.814801319867314,29296.533333333333,395.6922068220229,19.533333333333335,0.30654241789392545,10.266666666666667,0.15327120894696272,10.266666666666667,0.15327120894696272,4.666666666666667,0.18687063686046274,0.0,0.0,0.0,0.0,1.0,0.0
