learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,AUC,sAUC,Accuracy,Kappa,Periodical holdout AUC,Pos/Neg ratio,G-Mean,Recall,KappaM,model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
1000.0,0.149379367,5.435896851041665E-9,1000.0,0.9370057160754836,0.325878293324004,0.959,0.4072060609565675,0.0,0.05708245243128964,0.5264888505454312,0.2777777777777778,0.24074074074074073,1000.0,140664.0,15.0,998.6666666666667,8.83481568873784,2944.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2000.0,0.229909062,8.366362579055132E-9,2000.0,0.9916216427844334,0.4844514803614896,0.972,0.6607869742198105,0.9370057160754836,0.05708245243128964,0.7316651964885063,0.5370370370370371,0.48148148148148145,2000.0,140664.0,15.0,1990.5333333333333,12.091660513273357,2944.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3000.0,0.293024882,1.0663139530780417E-8,3000.0,0.9778301204570342,0.42660937741863997,0.958,0.5013416284757679,0.9916216427844334,0.05374077976817703,0.6665788491510823,0.45098039215686275,0.20754716981132076,3000.0,140664.0,15.0,2989.4,15.877147398818499,2944.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4000.0,0.409225784,1.614535074722022E-8,4000.0,0.9743941723405813,0.2848723236569944,0.947,0.21741184808930303,0.9778301204570342,0.06157112526539278,0.3707988183264666,0.13793103448275862,0.02304147465437738,4000.0,182368.0,15.0,3983.5333333333333,15.59727285889813,5700.266666666666,37.48161030573676,3.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5000.0,0.471931057,1.911279028202097E-8,5000.0,0.9801944612590799,0.4054847947200053,0.952,0.43138741470811204,0.9743941723405813,0.059322033898305086,0.5938037601506135,0.35714285714285715,0.12087912087911981,5000.0,182928.0,15.0,4983.866666666667,16.370666759748385,5737.6,38.39999999999999,3.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6000.0,0.546421427,2.302166150254922E-8,6000.0,0.9842583576760792,0.40115362635295543,0.962,0.45652173913043415,0.9801944612590799,0.05485232067510549,0.5708664556828972,0.3269230769230769,0.2984615384615382,6000.0,202840.0,15.0,5980.666666666666,20.516350428880724,7052.266666666667,317.44011008702654,4.066666666666666,0.2666666666666666,2.533333333333333,0.1333333333333333,2.533333333333333,0.1333333333333333,1.5333333333333334,0.1333333333333333,0.0,0.0,0.0,0.0,1.0,0.0
7000.0,0.615395486,2.7051468796895613E-8,7000.0,0.9913475843708401,0.42955537966346213,0.966,0.5694894651539713,0.9842583576760792,0.05708245243128964,0.6652557303407715,0.4444444444444444,0.3720316622691289,7000.0,225840.0,15.0,6977.400000000001,20.572473518433963,8572.799999999997,167.49092939192693,5.133333333333334,0.1333333333333333,3.066666666666667,0.06666666666666665,3.066666666666667,0.06666666666666665,2.066666666666667,0.06666666666666665,0.0,0.0,0.0,0.0,1.0,0.0
8000.0,0.678327468,3.107992777972586E-8,8000.0,0.9894757231404959,0.3703528151852448,0.974,0.34157212317666014,0.9913475843708401,0.03305785123966942,0.46746552663810553,0.21875,0.4939172749391718,8000.0,247440.0,15.0,7989.533333333332,23.421168013382918,10000.0,377.51669783316487,6.2,0.2618614682831908,3.6,0.1309307341415954,3.6,0.1309307341415954,2.066666666666667,0.06666666666666665,0.0,0.0,0.0,0.0,1.0,0.0
9000.0,0.7292254,3.433805226359931E-8,9000.0,0.9858034819068453,0.3850619364847661,0.966,0.49846589568090643,0.9894757231404959,0.04821802935010482,0.623573022341378,0.391304347826087,0.3304157549234134,9000.0,247440.0,15.0,8997.666666666668,24.060175882400852,10000.0,377.51669783316487,6.2,0.2618614682831908,3.6,0.1309307341415954,3.6,0.1309307341415954,2.066666666666667,0.06666666666666665,0.0,0.0,0.0,0.0,1.0,0.0
10000.0,0.782958067,3.781466777949077E-8,10000.0,0.9922105828632823,0.5098970546166817,0.975,0.6999807987711217,0.9858034819068453,0.05374077976817703,0.7775863886075702,0.6078431372549019,0.5078740157480306,10000.0,250104.0,15.0,10008.4,25.97284296007217,10176.0,449.95491837675087,6.333333333333333,0.3187276291558383,3.6666666666666665,0.15936381457791915,3.6666666666666665,0.15936381457791915,2.1333333333333333,0.1333333333333333,0.0,0.0,0.0,0.0,1.0,0.0
11000.0,0.833757535,4.1101499208271924E-8,11000.0,0.9875943745373797,0.4563986000246689,0.972,0.4489273765006886,0.9922105828632823,0.03626943005181347,0.5840211305912262,0.34285714285714286,0.4327808471454878,11000.0,250104.0,15.0,11014.466666666669,24.648745098293183,10176.0,449.95491837675087,6.333333333333333,0.3187276291558383,3.6666666666666665,0.15936381457791915,3.6666666666666665,0.15936381457791915,2.1333333333333333,0.1333333333333333,0.0,0.0,0.0,0.0,1.0,0.0
12000.0,0.884895084,4.441020518220134E-8,12000.0,0.9877888655462185,0.46567854535411934,0.969,0.6017062390790417,0.9875943745373797,0.05042016806722689,0.7186491373633265,0.5208333333333334,0.37055837563451743,12000.0,250104.0,15.0,12011.333333333334,19.574440736805958,10176.0,449.95491837675087,6.333333333333333,0.3187276291558383,3.6666666666666665,0.15936381457791915,3.6666666666666665,0.15936381457791915,2.1333333333333333,0.1333333333333333,0.0,0.0,0.0,0.0,1.0,0.0
13000.0,0.936686785,4.776123615356577E-8,13000.0,0.9881632011732049,0.5218626863803095,0.965,0.6606685798495305,0.9877888655462185,0.06496272630457935,0.7742427307195292,0.6065573770491803,0.3021472392638024,13000.0,250104.0,15.0,13006.666666666666,18.024234127224805,10176.0,449.95491837675087,6.333333333333333,0.3187276291558383,3.6666666666666665,0.15936381457791915,3.6666666666666665,0.15936381457791915,2.1333333333333333,0.1333333333333333,0.0,0.0,0.0,0.0,1.0,0.0
14000.0,0.993859589,5.1578642538560356E-8,14000.0,0.9863126102061838,0.42165855376811806,0.957,0.48704490146490464,0.9881632011732049,0.06496272630457935,0.5992657157173131,0.36065573770491804,0.1556802244039264,14000.0,258096.0,15.0,13999.133333333333,20.74743051599094,10704.0,376.9835161231475,6.7333333333333325,0.26666666666666666,3.8666666666666663,0.13333333333333333,3.8666666666666663,0.13333333333333333,2.333333333333334,0.15936381457791915,0.0,0.0,0.0,0.0,1.0,0.0
15000.0,1.053074371,5.5703962770483153E-8,15000.0,0.9871836260330579,0.42840073308415216,0.976,0.5268138801261835,0.9863126102061838,0.03305785123966942,0.6593847307456367,0.4375,0.5167785234899321,15000.0,269296.0,15.0,14986.666666666666,23.599569541406524,11443.2,339.5232960658643,7.533333333333334,0.2363747361141115,4.266666666666667,0.11818736805705574,4.266666666666667,0.11818736805705574,2.7333333333333334,0.2281742581087798,0.0,0.0,0.0,0.0,1.0,0.0
16000.0,1.118689596,6.086359429487339E-8,16000.0,0.9908777699475374,0.4078054704187854,0.958,0.4004796163069549,0.9871836260330579,0.05708245243128964,0.5262099160354973,0.2777777777777778,0.15894868585732036,16000.0,303960.0,15.0,15983.066666666668,18.348859226683135,13734.4,274.5107648162454,9.0,0.1951800145897066,5.0,0.0975900072948533,5.0,0.0975900072948533,3.4000000000000004,0.13093073414159542,0.0,0.0,0.0,0.0,1.0,0.0
17000.0,1.187403315,6.649370030857624E-8,17000.0,0.9878331865844873,0.41332828868931304,0.974,0.5545046434323702,0.9908777699475374,0.04058272632674298,0.6588498209216239,0.4358974358974359,0.47255369928400903,17000.0,316720.0,15.0,16985.866666666665,18.976643957059927,14577.066666666666,332.506891681771,9.666666666666668,0.2519763153394848,5.333333333333334,0.1259881576697424,5.333333333333334,0.1259881576697424,3.7333333333333334,0.15327120894696267,0.0,0.0,0.0,0.0,1.0,0.0
18000.0,1.240350174,7.10379465109731E-8,18000.0,0.9875867919894622,0.41194502666991734,0.967,0.46337973201509086,0.9878331865844873,0.04931794333683106,0.5646362080710841,0.3191489361702128,0.32881355932203365,18000.0,331760.0,15.0,17975.0,23.70613744119764,15571.733333333332,381.57717145785574,10.333333333333332,0.25197631533948484,5.666666666666666,0.12598815766974242,5.666666666666666,0.12598815766974242,4.0,0.09759000729485331,0.0,0.0,0.0,0.0,1.0,0.0
